scenario,system,phase,version,metric,value
big-binary,cavs,push,1,time_s,2.34
big-binary,cavs,push,1,remote_kb,212487
big-binary,cavs,push,1,remote_growth_kb,212487
big-binary,cavs,update,1,time_s,4.59
big-binary,cavs,update,1,dl_total_kb,102400
big-binary,cavs,push,2,time_s,2.07
big-binary,cavs,push,2,remote_kb,223781
big-binary,cavs,push,2,remote_growth_kb,11294
big-binary,cavs,update,2,time_s,3.44
big-binary,cavs,update,2,dl_total_kb,105351
big-binary,cavs,push,3,time_s,2.39
big-binary,cavs,push,3,remote_kb,234744
big-binary,cavs,push,3,remote_growth_kb,10963
big-binary,cavs,update,3,time_s,2.75
big-binary,cavs,update,3,dl_total_kb,108114
big-binary,cavs,push,4,time_s,1.82
big-binary,cavs,push,4,remote_kb,246545
big-binary,cavs,push,4,remote_growth_kb,11801
big-binary,cavs,update,4,time_s,3.26
big-binary,cavs,update,4,dl_total_kb,111267
big-binary,cavs,push,5,time_s,2.34
big-binary,cavs,push,5,remote_kb,258621
big-binary,cavs,push,5,remote_growth_kb,12076
big-binary,cavs,update,5,time_s,3.52
big-binary,cavs,update,5,dl_total_kb,114528
big-binary,cavs,clone_cold,5,time_s,3.73
big-binary,cavs,clone_cold,5,dl_total_kb,106496
big-binary,cavs,verify,5,sha256_ok,1
big-binary,cavs,clone_warm,5,time_s,2.92
big-binary,cavs,clone_warm,5,dl_new_kb,0
big-binary,cavs,storage,5,store_kb,123440
big-binary,cavs,storage,5,export_kb,135154
big-binary,cavs,breakdown,5,store_pack_data_kb,114529
big-binary,cavs,breakdown,5,store_pack_index_kb,337
big-binary,cavs,breakdown,5,store_meta_kb,8573
big-binary,cavs,breakdown,5,export_pack_kb,114529
big-binary,cavs,breakdown,5,export_index_kb,337
big-binary,cavs,breakdown,5,export_manifest_kb,5977
big-binary,cavs,breakdown,5,export_chunkmap_kb,9926
big-binary,cavs,breakdown,5,export_record_kb,4382
big-binary,cavs,logical,5,latest_version_kb,106496
many-files,cavs,push,1,time_s,4.62
many-files,cavs,push,1,remote_kb,184701
many-files,cavs,push,1,remote_growth_kb,184701
many-files,cavs,update,1,time_s,4.56
many-files,cavs,update,1,dl_total_kb,88516
many-files,cavs,push,2,time_s,4.17
many-files,cavs,push,2,remote_kb,195242
many-files,cavs,push,2,remote_growth_kb,10541
many-files,cavs,update,2,time_s,4.49
many-files,cavs,update,2,dl_total_kb,93379
many-files,cavs,push,3,time_s,3.06
many-files,cavs,push,3,remote_kb,203454
many-files,cavs,push,3,remote_growth_kb,8212
many-files,cavs,update,3,time_s,2.14
many-files,cavs,update,3,dl_total_kb,97180
many-files,cavs,push,4,time_s,2.03
many-files,cavs,push,4,remote_kb,211458
many-files,cavs,push,4,remote_growth_kb,8004
many-files,cavs,update,4,time_s,2.06
many-files,cavs,update,4,dl_total_kb,100930
many-files,cavs,clone_cold,4,time_s,3.36
many-files,cavs,clone_cold,4,dl_total_kb,88527
many-files,cavs,verify,4,sha256_ok,1
many-files,cavs,clone_warm,4,time_s,3.00
many-files,cavs,clone_warm,4,dl_new_kb,0
many-files,cavs,storage,4,store_kb,104872
many-files,cavs,storage,4,export_kb,106488
many-files,cavs,breakdown,4,store_pack_data_kb,100930
many-files,cavs,breakdown,4,store_pack_index_kb,303
many-files,cavs,breakdown,4,store_meta_kb,3638
many-files,cavs,breakdown,4,export_pack_kb,100930
many-files,cavs,breakdown,4,export_index_kb,303
many-files,cavs,breakdown,4,export_manifest_kb,1682
many-files,cavs,breakdown,4,export_chunkmap_kb,2246
many-files,cavs,breakdown,4,export_record_kb,1324
many-files,cavs,logical,4,latest_version_kb,88527
tensor,cavs,push,1,time_s,2.20
tensor,cavs,push,1,remote_kb,43586
tensor,cavs,push,1,remote_growth_kb,43586
tensor,cavs,update,1,time_s,3.32
tensor,cavs,update,1,dl_total_kb,32768
tensor,cavs,push,2,time_s,1.84
tensor,cavs,push,2,remote_kb,47428
tensor,cavs,push,2,remote_growth_kb,3842
tensor,cavs,update,2,time_s,2.61
tensor,cavs,update,2,dl_total_kb,34674
tensor,cavs,push,3,time_s,2.89
tensor,cavs,push,3,remote_kb,53694
tensor,cavs,push,3,remote_growth_kb,6266
tensor,cavs,update,3,time_s,2.27
tensor,cavs,update,3,dl_total_kb,38111
tensor,cavs,clone_cold,3,time_s,2.50
tensor,cavs,clone_cold,3,dl_total_kb,32768
tensor,cavs,verify,3,sha256_ok,1
tensor,cavs,clone_warm,3,time_s,2.25
tensor,cavs,clone_warm,3,dl_new_kb,0
tensor,cavs,storage,3,store_kb,25880
tensor,cavs,storage,3,export_kb,27787
tensor,cavs,breakdown,3,store_pack_data_kb,23868
tensor,cavs,breakdown,3,store_pack_index_kb,112
tensor,cavs,breakdown,3,store_meta_kb,1899
tensor,cavs,breakdown,3,export_pack_kb,23868
tensor,cavs,breakdown,3,export_index_kb,112
tensor,cavs,breakdown,3,export_manifest_kb,1124
tensor,cavs,breakdown,3,export_chunkmap_kb,1856
tensor,cavs,breakdown,3,export_record_kb,825
tensor,cavs,logical,3,latest_version_kb,32768
